; Sample Rate 1000
; Channels 2
0.0000000000000 0.0001756208966 0.0000001754455
0.0000200000000 0.0001612974722 0.0000001611363
0.0000500000000 0.0000000000000 0.0000000000000
0.0000700000000 0.0001511207245 0.0000001509698
0.0000900000000 0.0001337407228 0.0000001336071
0.0001100000000 0.0000000000000 0.0000000000000
0.0001400000000 0.0000000000000 0.0000000000000
0.0001600000000 0.0001609241947 0.0000001607634
0.0001800000000 0.0001570777167 0.0000001569208
0.0002000000000 0.0000000000000 0.0000000000000
0.0002300000000 0.0001433821836 0.0000001432389
0.0002500000000 0.0001440350660 0.0000001438912
0.0002700000000 0.0000000000000 0.0000000000000
0.0002900000000 0.0000000000000 0.0000000000000
0.0003200000000 0.0000000000000 0.0000000000000
0.0003400000000 0.0001470398203 0.0000001468929
0.0003600000000 0.0001491191354 0.0000001489702
0.0003900000000 0.0000000000000 0.0000000000000
0.0004100000000 0.0001385431456 0.0000001384047
0.0004300000000 0.0001452946723 0.0000001451495
0.0004500000000 0.0000000000000 0.0000000000000
0.0004800000000 0.0000000000000 0.0000000000000
0.0005000000000 0.0001374593344 0.0000001373220
0.0005200000000 0.0001269898388 0.0000001268630
0.0005400000000 0.0000000000000 0.0000000000000
0.0005700000000 0.0001268167891 0.0000001266901
0.0005900000000 0.0001335309922 0.0000001333976
0.0006100000000 0.0000000000000 0.0000000000000
0.0006300000000 0.0000000000000 0.0000000000000
0.0006600000000 0.0000000000000 0.0000000000000
0.0006800000000 0.0000000000000 0.0000000000000
0.0007000000000 0.0001220630051 0.0000001219411
0.0007300000000 0.0001296381284 0.0000001295086
0.0007500000000 0.0000000000000 0.0000000000000
0.0007700000000 0.0001254777679 0.0000001253524
0.0007900000000 0.0001190487449 0.0000001189298
0.0008200000000 0.0000000000000 0.0000000000000
0.0008400000000 0.0000000000000 0.0000000000000
0.0008600000000 0.0001172892171 0.0000001171720
0.0008800000000 0.0001214592726 0.0000001213379
0.0009100000000 0.0000000000000 0.0000000000000
0.0009300000000 0.0001227021871 0.0000001225796
0.0009500000000 0.0001223177325 0.0000001221955
0.0009800000000 0.0000000000000 0.0000000000000
0.0010000000000 0.0000000000000 0.0000000000000
0.0010200000000 0.0000000000000 0.0000000000000
0.0010400000000 0.0001271393264 0.0000001270123
0.0010700000000 0.0001165024125 0.0000001163860
0.0010900000000 0.0000000000000 0.0000000000000
0.0011100000000 0.0001179012467 0.0000001177835
0.0011300000000 0.0001125280158 0.0000001124156
0.0011600000000 0.0000000000000 0.0000000000000
0.0011800000000 0.0000000000000 0.0000000000000
0.0012000000000 0.0001354791103 0.0000001353438
0.0012200000000 0.0001094575405 0.0000001093482
0.0012500000000 0.0000000000000 0.0000000000000
0.0012700000000 0.0001233880338 0.0000001232648
0.0012900000000 0.0001108184070 0.0000001107077
0.0013200000000 0.0000000000000 0.0000000000000
0.0013400000000 0.0000000000000 0.0000000000000
0.0013600000000 0.0000000000000 0.0000000000000
0.0013800000000 0.0000000000000 0.0000000000000
0.0014100000000 0.0001116562708 0.0000001115447
