; Sample Rate 1000
; Channels 2
0.0000000000000 0.0206572786084 0.0088521206541
0.0000200000000 0.0208608893505 0.0089170606538
0.0000500000000 0.0211643649435 0.0090130745981
0.0000700000000 0.0213653409892 0.0090761365550
0.0000900000000 0.0215652066769 0.0091384275665
0.0001100000000 0.0217639301134 0.0091999366317
0.0001400000000 0.0220598044356 0.0092907104728
0.0001600000000 0.0222555344723 0.0093502177674
0.0001800000000 0.0224500127740 0.0094089060921
0.0002000000000 0.0226432087049 0.0094667653030
0.0002300000000 0.0229305318843 0.0095519778302
0.0002500000000 0.0231203898547 0.0096077211847
0.0002700000000 0.0233088606542 0.0096626014999
0.0002900000000 0.0234959150647 0.0097166095438
0.0003200000000 0.0237737778644 0.0097959664225
0.0003400000000 0.0239571656946 0.0098477547797
0.0003600000000 0.0241390375652 0.0098986402196
0.0003900000000 0.0244089425643 0.0099732573772
0.0004100000000 0.0245869043777 0.0100218498204
0.0004300000000 0.0247632550857 0.0100695113646
0.0004500000000 0.0249379683583 0.0101162345170
0.0004800000000 0.0251969114456 0.0101845439291
0.0005000000000 0.0253674185256 0.0102288898140
0.0005200000000 0.0255361991458 0.0102722728802
0.0005400000000 0.0257032287917 0.0103146866697
0.0005700000000 0.0259504375943 0.0103764764108
0.0005900000000 0.0261129853274 0.0104164402979
0.0006100000000 0.0262736996361 0.0104554141627
0.0006300000000 0.0264325579447 0.0104933926147
0.0006600000000 0.0266673171240 0.0105484826958
0.0006800000000 0.0268214396086 0.0105839506180
0.0007000000000 0.0269736306312 0.0106184061677
0.0007300000000 0.0271982509057 0.0106681819633
0.0007500000000 0.0273455245099 0.0107000883252
0.0007700000000 0.0274907968847 0.0107309683575
0.0007900000000 0.0276340491719 0.0107608186296
0.0008200000000 0.0278450998832 0.0108036563469
0.0008400000000 0.0279832226475 0.0108309188472
0.0008600000000 0.0281192631771 0.0108571415470
0.0008800000000 0.0282532048348 0.0108823221421
0.0009100000000 0.0284501467853 0.0109181346663
0.0009300000000 0.0285787717958 0.0109407015695
0.0009500000000 0.0287052437014 0.0109622202860
0.0009800000000 0.0288908832641 0.0109925305210
0.0010000000000 0.0290119108134 0.0110114242059
0.0010200000000 0.0291307373533 0.0110292667155
0.0010400000000 0.0292473503773 0.0110460577640
0.0010700000000 0.0294180935177 0.0110692728443
0.0010900000000 0.0295291215191 0.0110834356474
0.0011100000000 0.0296378964199 0.0110965479764
0.0011300000000 0.0297444081156 0.0111086106796
0.0011600000000 0.0298999113748 0.0111247391580
0.0011800000000 0.0300007243968 0.0111341831514
0.0012000000000 0.0300992431089 0.0111425824586
0.0012200000000 0.0301954598476 0.0111499390517
0.0012500000000 0.0303354533362 0.0111590237754
0.0012700000000 0.0304258852008 0.0111637838340
0.0012900000000 0.0305139925776 0.0111675100255
0.0013200000000 0.0306417840073 0.0111711676146
0.0013400000000 0.0307240586246 0.0111723231425
0.0013600000000 0.0308039929654 0.0111724566430
0.0013800000000 0.0308815837563 0.0111715720414
0.0014100000000 0.0309935699798 0.0111683453720
0.0014300000000 0.0310652911843 0.0111649342525
0.0014500000000 0.0311346617123 0.0111605206409
0.0014700000000 0.0312016807630 0.0111551095251
0.0015000000000 0.0312977999157 0.0111451340127
0.0015200000000 0.0313589403631 0.0111372524765
0.0015400000000 0.0314177308386 0.0111283927084
0.0015600000000 0.0314741729984 0.0111185607255
